

Time (s)	Laser Channel	Temperature	Aux In	
70.189190	88.000000	0.299930	0.000000
70.194190	88.000000	0.306705	0.000000
70.199190	88.000000	0.298697	0.000000
70.204190	88.000000	0.298697	0.000000
70.209190	88.000000	0.312903	0.000000
70.214190	88.000000	0.308097	0.000000
70.219190	88.000000	0.296219	0.000000
70.224190	88.000000	0.298846	0.000000
70.229190	88.000000	0.303789	0.000000
70.234190	88.000000	0.306410	0.000000
70.239190	88.000000	0.297455	0.000000
70.244190	88.000000	0.301310	0.000000
70.249190	88.000000	0.294979	0.000000
70.254190	88.000000	0.304084	0.000000
70.259190	88.000000	0.301314	0.000000
70.264190	88.000000	0.300219	0.000000
70.269190	88.000000	0.306556	0.000000
70.274190	88.000000	0.293600	0.000000
70.279190	88.000000	0.292505	0.000000
70.284190	88.000000	0.307946	0.000000
70.289190	88.000000	0.294843	0.000000
70.294190	88.000000	0.305321	0.000000
70.299190	88.000000	0.301457	0.000000
70.304190	88.000000	0.301457	0.000000
70.309190	88.000000	0.291127	0.000000
70.314190	88.000000	0.290837	0.000000
70.319190	88.000000	0.296070	0.000000
70.324190	88.000000	0.307938	0.000000
70.329190	88.000000	0.302696	0.000000
70.334190	88.000000	0.296365	0.000000
70.339190	88.000000	0.300075	0.000000
70.344190	88.000000	0.301601	0.000000
70.349190	88.000000	0.300220	0.000000
70.354190	88.000000	0.299936	0.000000
70.359190	88.000000	0.304081	0.000000
70.364190	88.000000	0.301456	0.000000
70.369190	88.000000	0.310425	0.000000
70.374190	88.000000	0.292374	0.000000
70.379190	88.000000	0.297597	0.000000
70.384190	88.000000	0.292357	0.000000
70.389190	88.000000	0.295265	0.000000
70.394190	88.000000	0.302706	0.000000
70.399190	88.000000	0.307938	0.000000
70.404190	88.000000	0.300223	0.000000
70.409190	88.000000	0.302838	0.000000
70.414190	88.000000	0.300076	0.000000
70.419190	88.000000	0.310710	0.000000
70.424190	88.000000	0.308239	0.000000
70.429190	88.000000	0.300072	0.000000
70.434190	88.000000	0.294976	0.000000
70.439190	88.000000	0.297314	0.000000
70.444190	88.000000	0.309190	0.000000
70.449190	88.000000	0.304077	0.000000
70.454190	88.000000	0.305316	0.000000
70.459190	88.000000	0.302552	0.000000
70.464190	88.000000	0.294983	0.000000
70.469190	88.000000	0.293452	0.000000
70.474190	88.000000	0.299127	0.000000
